SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
98,BR,Bihar,BR_Nawada,Nawada,170,89,80,1,0,4,-5,9,0,,
100,BR,Bihar,BR_Patna,Patna,294,111,181,2,0,2,17,-15,0,,
102,BR,Bihar,BR_Purnia,Purnia,149,93,56,0,0,0,0,0,0,,
103,BR,Bihar,BR_Rohtas,Rohtas,258,61,196,1,0,3,-3,6,0,,
104,BR,Bihar,BR_Saharsa,Saharsa,95,44,51,0,0,2,-4,6,0,,
105,BR,Bihar,BR_Samastipur,Samastipur,138,74,63,1,0,5,4,1,0,,
106,BR,Bihar,BR_Saran,Saran,117,71,44,2,0,6,6,-1,1,,
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,117,66,51,0,0,2,-5,7,0,,
108,BR,Bihar,BR_Sheohar,Sheohar,27,19,7,1,0,3,5,-2,0,,
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,86,49,35,2,0,8,6,2,0,,
110,BR,Bihar,BR_Siwan,Siwan,161,92,67,2,0,0,-7,8,-1,,
111,BR,Bihar,BR_Supaul,Supaul,168,119,49,0,0,0,-2,2,0,,
112,BR,Bihar,BR_Vaishali,Vaishali,104,45,57,2,0,4,-4,8,0,,
99,BR,Bihar,BR_West Champaran,West Champaran,88,51,37,0,0,0,0,0,0,,
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,328,34,289,5,0,2,-2,4,0,,
114,CT,Chhattisgarh,CT_Other State,Other State,1,1,0,0,0,0,0,0,0,,
114,CT,Chhattisgarh,CT_Balod,Balod,41,20,21,0,0,0,0,0,0,,
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,120,106,14,0,0,0,0,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,22,14,8,0,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,25,11,14,0,0,0,0,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,3,2,0,1,0,0,0,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,0,0,0,0,0,0,0,0,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,105,71,33,1,0,0,0,0,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,6,4,2,0,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,41,28,11,2,0,0,0,0,0,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,10,6,4,0,0,0,0,0,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,95,79,16,0,0,26,26,0,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,80,68,12,0,0,1,-3,4,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,81,67,14,0,0,0,0,0,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,0,0,0,0,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,125,87,38,0,0,0,0,0,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,45,38,7,0,0,0,0,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,57,48,9,0,0,0,0,0,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,106,50,56,0,0,0,0,0,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,0,0,0,0,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,53,39,14,0,0,0,0,0,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,97,85,11,1,0,0,0,0,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,59,23,36,0,0,0,0,0,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,0,0,0,0,0,0,0,0,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,13,5,8,0,0,0,0,0,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,26,19,7,0,0,2,2,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,26,13,13,0,0,0,0,0,0,,
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,3,0,3,0,0,0,0,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,0,,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,0,,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,0,,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,0,,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,0,,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,0,,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,0,,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,0,,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,0,,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,0,,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,22,20,2,0,0,0,0,0,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,0,0,0,0,0,0,0,0,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,0,0,0,0,0,0,0,0,0,,
155,GA,Goa,GA_North Goa,North Goa,6,0,6,0,0,0,0,0,0,,
156,GA,Goa,GA_South Goa,South Goa,353,292,61,0,0,0,0,0,0,,
0,GJ,Gujarat,GJ_Other State,Other State,30,22,8,0,0,0,0,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,14962,3518,10378,1066,0,0,0,0,0,,
158,GJ,Gujarat,GJ_Amreli,Amreli,19,9,8,2,0,0,0,0,0,,
159,GJ,Gujarat,GJ_Anand,Anand,115,11,93,11,0,0,0,0,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,126,4,114,8,0,0,0,0,0,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,145,32,107,6,0,0,0,0,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,60,21,35,4,0,0,0,0,0,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,146,27,109,10,0,0,0,0,0,,
164,GJ,Gujarat,GJ_Botad,Botad,60,3,55,2,0,0,0,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,37,5,32,0,0,0,0,0,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,46,14,32,0,0,0,0,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,4,2,2,0,0,0,0,0,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,15,4,11,0,0,0,0,0,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,432,223,191,18,0,0,0,0,0,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,48,3,45,0,0,0,0,0,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,66,20,43,3,0,0,0,0,0,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,37,8,28,1,0,0,0,0,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,104,37,63,4,0,0,0,0,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,80,8,67,5,0,0,0,0,0,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,116,7,107,2,0,0,0,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,161,61,92,8,0,0,0,0,0,,
176,GJ,Gujarat,GJ_Morbi,Morbi,4,0,4,0,0,0,0,0,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,23,5,18,0,0,0,0,0,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,35,14,20,1,0,0,0,0,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,108,15,80,13,0,0,0,0,0,,
180,GJ,Gujarat,GJ_Patan,Patan,106,28,71,7,0,0,0,0,0,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,12,4,6,2,0,0,0,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,133,48,80,5,0,0,0,0,0,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,127,34,89,4,0,0,0,0,0,,
184,GJ,Gujarat,GJ_Surat,Surat,2208,665,1459,84,0,0,0,0,0,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,56,23,31,2,0,0,0,0,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,6,1,5,0,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,1360,456,861,43,0,0,0,0,0,,
189,GJ,Gujarat,GJ_Valsad,Valsad,57,26,29,2,0,0,0,0,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,22,10,12,0,0,0,0,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,32,14,18,0,0,0,0,0,0,,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,124,45,78,1,0,0,0,0,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,115,51,63,1,0,0,0,0,0,,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,2,2,0,0,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,4,3,1,0,0,0,0,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,0,0,0,0,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,22,11,9,2,0,0,0,0,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,13,4,8,1,0,0,0,0,0,,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,22,18,4,0,0,2,2,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,35,14,17,1,3,1,-2,3,0,,
223,HP,Himachal Pradesh,HP_Una,Una,49,14,35,0,0,0,-5,5,0,,
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,21,19,2,0,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,111,56,53,2,0,13,13,0,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,81,51,30,0,0,0,0,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,40,39,1,0,0,5,5,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,827,561,251,15,0,13,-42,55,0,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,45,30,15,0,0,0,0,0,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,2417,1766,640,11,0,88,88,0,0,,
196,HR,Haryana,HR_Hisar,Hisar,102,50,51,1,0,5,-10,15,0,,
0,HR,Haryana,HR_Italians,Italians,14,0,14,0,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,112,13,99,0,0,0,-2,2,0,,
198,HR,Haryana,HR_Jind,Jind,54,25,26,3,0,0,0,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,45,27,18,0,0,0,0,0,0,,
200,HR,Haryana,HR_Karnal,Karnal,108,59,47,2,0,0,0,0,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,55,24,31,0,0,0,0,0,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,106,42,64,0,0,0,0,0,0,,
203,HR,Haryana,HR_Nuh,Nuh,102,29,73,0,0,0,0,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,142,85,57,0,0,0,-3,3,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,43,17,26,0,0,2,2,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,86,25,57,4,0,0,0,0,0,,
207,HR,Haryana,HR_Rewari,Rewari,63,51,12,0,0,0,0,0,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,205,120,82,3,0,0,0,0,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,58,20,38,0,0,1,1,0,0,,
210,HR,Haryana,HR_Sonipat,Sonipat,502,289,208,5,0,28,5,22,1,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,25,16,9,0,0,0,0,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,26,4,20,2,0,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,24,23,1,0,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,10,5,5,0,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,114,62,52,0,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,4,0,4,0,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,194,152,42,0,0,2,2,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,88,30,58,0,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,33,12,20,1,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,1,0,1,0,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,69,63,6,0,0,0,0,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,123,48,75,0,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,28,26,2,0,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,14,10,4,0,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,78,41,36,1,0,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,45,38,7,0,0,0,0,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,31,17,14,0,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,17,12,5,0,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,31,4,27,0,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,95,85,10,0,0,0,0,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,152,25,123,4,0,0,0,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,3,2,1,0,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,30,24,6,0,0,5,5,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,178,144,34,0,0,0,0,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,35,29,6,0,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,463,203,255,5,0,0,0,0,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,225,88,136,1,0,0,0,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,487,357,121,9,0,0,0,0,0,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,209,129,78,2,0,0,0,0,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,42,39,2,1,0,0,0,0,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,58,32,26,0,0,0,0,0,0,,
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,238,145,90,3,0,0,0,0,0,,
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,121,76,45,0,0,0,0,0,0,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,21,17,4,0,0,0,0,0,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,540,379,155,6,0,0,0,0,0,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,356,155,198,3,0,0,0,0,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,189,171,17,1,0,0,0,0,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,73,68,5,0,0,0,0,0,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,57,44,13,0,0,0,0,0,0,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,170,148,22,0,0,0,0,0,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,23,20,3,0,0,0,0,0,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,63,40,23,0,0,0,0,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,402,265,133,4,0,0,0,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,478,320,146,12,0,0,0,0,0,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,131,96,34,1,0,0,0,0,0,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,94,11,82,1,0,0,0,0,0,,
271,KA,Karnataka,KA_Ballari,Ballari,68,24,43,1,0,0,0,0,0,,
272,KA,Karnataka,KA_Belagavi,Belagavi,301,149,151,1,0,0,0,0,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,36,24,11,1,0,0,0,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,522,204,298,19,1,0,0,0,0,,
275,KA,Karnataka,KA_Bidar,Bidar,279,141,132,6,0,0,0,0,0,,
