SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
41,AR,Arunachal Pradesh,AR_West Siang,West Siang,1,1,0,0,0,0,0,0,0,,
42,AS,Assam,AS_Baksa,Baksa,9,9,0,0,0,0,0,0,0,,
43,AS,Assam,AS_Barpeta,Barpeta,67,40,27,0,0,0,0,0,0,,
44,AS,Assam,AS_Biswanath,Biswanath,40,40,0,0,0,0,0,0,0,,
45,AS,Assam,AS_Bongaigaon,Bongaigaon,10,5,5,0,0,0,0,0,0,,
46,AS,Assam,AS_Cachar,Cachar,73,7,66,0,0,0,0,0,0,,
47,AS,Assam,AS_Charaideo,Charaideo,14,14,0,0,0,0,0,0,0,,
48,AS,Assam,AS_Chirang,Chirang,32,32,0,0,0,0,0,0,0,,
49,AS,Assam,AS_Darrang,Darrang,30,30,0,0,0,0,0,0,0,,
50,AS,Assam,AS_Dhemaji,Dhemaji,32,27,5,0,0,0,0,0,0,,
51,AS,Assam,AS_Dhubri,Dhubri,201,196,5,0,0,0,0,0,0,,
52,AS,Assam,AS_Dibrugarh,Dibrugarh,42,41,1,0,0,0,0,0,0,,
53,AS,Assam,AS_Dima Hasao,Dima Hasao,52,45,7,0,0,0,0,0,0,,
54,AS,Assam,AS_Goalpara,Goalpara,42,38,4,0,0,0,0,0,0,,
55,AS,Assam,AS_Golaghat,Golaghat,209,180,29,0,0,0,0,0,0,,
56,AS,Assam,AS_Hailakandi,Hailakandi,36,35,0,1,0,0,0,0,0,,
57,AS,Assam,AS_Hojai,Hojai,158,158,0,0,0,0,0,0,0,,
58,AS,Assam,AS_Jorhat,Jorhat,27,6,21,0,0,0,0,0,0,,
59,AS,Assam,AS_Kamrup,Kamrup,115,109,6,0,0,0,0,0,0,,
60,AS,Assam,AS_Kamrup Metropolitan,Kamrup Metropolitan,391,138,250,3,0,0,0,0,0,,
61,AS,Assam,AS_Karbi Anglong,Karbi Anglong,8,7,1,0,0,0,0,0,0,,
62,AS,Assam,AS_Karimganj,Karimganj,67,65,2,0,0,0,0,0,0,,
63,AS,Assam,AS_Kokrajhar,Kokrajhar,57,57,0,0,0,0,0,0,0,,
64,AS,Assam,AS_Lakhimpur,Lakhimpur,55,49,6,0,0,0,0,0,0,,
65,AS,Assam,AS_Majuli,Majuli,0,0,0,0,0,0,0,0,0,,
66,AS,Assam,AS_Morigaon,Morigaon,48,42,6,0,0,0,0,0,0,,
67,AS,Assam,AS_Nagaon,Nagaon,82,82,0,0,0,0,0,0,0,,
68,AS,Assam,AS_Nalbari,Nalbari,24,20,4,0,0,0,0,0,0,,
0,AS,Assam,AS_Other State,Other State,1,0,1,0,0,0,0,0,0,,
69,AS,Assam,AS_Sivasagar,Sivasagar,26,26,0,0,0,0,0,0,0,,
70,AS,Assam,AS_Sonitpur,Sonitpur,23,10,13,0,0,0,0,0,0,,
71,AS,Assam,AS_South Salmara Mankachar,South Salmara Mankachar,4,3,1,0,0,0,0,0,0,,
72,AS,Assam,AS_Tinsukia,Tinsukia,66,66,0,0,0,0,0,0,0,,
73,AS,Assam,AS_Udalguri,Udalguri,62,62,0,0,0,0,0,0,0,,
74,AS,Assam,AS_West Karbi Anglong,West Karbi Anglong,13,13,0,0,0,0,0,0,0,,
75,BR,Bihar,BR_Araria,Araria,67,50,16,1,0,5,1,3,1,,
76,BR,Bihar,BR_Arwal,Arwal,52,19,33,0,0,0,-1,1,0,,
77,BR,Bihar,BR_Aurangabad,Aurangabad,75,29,46,0,0,0,0,0,0,,
78,BR,Bihar,BR_Banka,Banka,128,61,67,0,0,1,1,0,0,,
79,BR,Bihar,BR_Begusarai,Begusarai,254,137,114,3,0,0,-3,3,0,,
80,BR,Bihar,BR_Bhagalpur,Bhagalpur,217,131,85,1,0,10,10,0,0,,
81,BR,Bihar,BR_Bhojpur,Bhojpur,98,57,39,2,0,5,5,0,0,,
82,BR,Bihar,BR_Buxar,Buxar,123,19,104,0,0,1,-8,9,0,,
83,BR,Bihar,BR_Darbhanga,Darbhanga,121,67,54,0,0,4,-4,8,0,,
101,BR,Bihar,BR_East Champaran,East Champaran,116,50,65,1,0,0,-16,16,0,,
84,BR,Bihar,BR_Gaya,Gaya,95,59,36,0,0,0,-7,7,0,,
85,BR,Bihar,BR_Gopalganj,Gopalganj,128,54,74,0,0,2,2,0,0,,
86,BR,Bihar,BR_Jamui,Jamui,45,25,19,1,0,0,-1,1,0,,
87,BR,Bihar,BR_Jehanabad,Jehanabad,176,84,91,1,0,3,3,0,0,,
88,BR,Bihar,BR_Kaimur,Kaimur,94,43,51,0,0,0,0,0,0,,
89,BR,Bihar,BR_Katihar,Katihar,167,102,65,0,0,11,-5,16,0,,
90,BR,Bihar,BR_Khagaria,Khagaria,273,179,91,3,0,4,3,1,0,,
91,BR,Bihar,BR_Kishanganj,Kishanganj,79,60,19,0,0,2,2,0,0,,
92,BR,Bihar,BR_Lakhisarai,Lakhisarai,67,47,20,0,0,4,4,0,0,,
93,BR,Bihar,BR_Madhepura,Madhepura,97,60,36,1,0,0,0,0,0,,
94,BR,Bihar,BR_Madhubani,Madhubani,201,120,81,0,0,0,-3,3,0,,
95,BR,Bihar,BR_Munger,Munger,160,26,133,1,0,1,0,1,0,,
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,74,43,31,0,0,0,0,0,0,,
97,BR,Bihar,BR_Nalanda,Nalanda,120,32,87,1,0,6,3,3,0,,
98,BR,Bihar,BR_Nawada,Nawada,113,63,49,1,0,8,3,5,0,,
100,BR,Bihar,BR_Patna,Patna,268,86,180,2,0,0,-1,1,0,,
102,BR,Bihar,BR_Purnia,Purnia,119,83,36,0,0,1,1,0,0,,
103,BR,Bihar,BR_Rohtas,Rohtas,229,74,154,1,0,12,12,0,0,,
104,BR,Bihar,BR_Saharsa,Saharsa,77,31,46,0,0,0,0,0,0,,
105,BR,Bihar,BR_Samastipur,Samastipur,104,49,54,1,0,10,7,3,0,,
106,BR,Bihar,BR_Saran,Saran,90,58,31,1,0,0,-2,2,0,,
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,108,88,20,0,0,1,0,1,0,,
108,BR,Bihar,BR_Sheohar,Sheohar,21,11,9,1,0,7,7,0,0,,
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,65,30,33,2,0,0,-13,13,0,,
110,BR,Bihar,BR_Siwan,Siwan,103,49,52,2,0,1,1,0,0,,
111,BR,Bihar,BR_Supaul,Supaul,90,51,39,0,0,0,-6,6,0,,
112,BR,Bihar,BR_Vaishali,Vaishali,85,45,38,2,0,0,-10,10,0,,
99,BR,Bihar,BR_West Champaran,West Champaran,52,17,35,0,0,0,0,0,0,,
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,304,77,222,5,0,2,2,0,0,,
114,CT,Chhattisgarh,CT_Balod,Balod,37,24,13,0,0,0,0,0,0,,
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,66,59,7,0,0,0,0,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,17,12,5,0,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,20,12,8,0,0,0,0,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,3,3,0,0,0,0,0,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,0,0,0,0,0,0,0,0,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,83,69,14,0,0,0,0,0,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,6,5,1,0,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,16,5,10,1,0,0,0,0,0,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,10,6,4,0,0,0,0,0,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,47,33,14,0,0,0,0,0,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,71,71,0,0,0,0,0,0,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,27,10,17,0,0,0,0,0,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,0,0,0,0,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,54,22,32,0,0,0,0,0,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,38,33,5,0,0,0,0,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,51,51,0,0,0,0,0,0,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,86,47,39,0,0,0,0,0,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,0,0,0,0,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,26,20,6,0,0,0,0,0,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,26,17,8,1,0,0,0,0,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,45,44,1,0,0,0,0,0,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,0,0,0,0,0,0,0,0,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,10,3,7,0,0,0,0,0,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,9,3,6,0,0,0,0,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,20,11,9,0,0,0,0,0,0,,
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,3,3,0,0,0,0,0,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,0,,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,0,,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,0,,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,0,,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,0,,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,0,,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,0,,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,0,,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,0,,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,0,,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,14,13,1,0,0,0,0,0,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,0,0,0,0,0,0,0,0,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,0,0,0,0,0,0,0,0,0,,
155,GA,Goa,GA_North Goa,North Goa,6,0,6,0,0,0,0,0,0,,
156,GA,Goa,GA_South Goa,South Goa,65,64,1,0,0,0,0,0,0,,
0,GJ,Gujarat,GJ_Other State,Other State,25,25,0,0,0,0,0,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,13354,3188,9228,938,0,0,0,0,0,,
158,GJ,Gujarat,GJ_Amreli,Amreli,10,7,2,1,0,0,0,0,0,,
159,GJ,Gujarat,GJ_Anand,Anand,106,5,91,10,0,0,0,0,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,117,3,107,7,0,0,0,0,0,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,131,29,97,5,0,0,0,0,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,48,11,34,3,0,0,0,0,0,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,132,18,105,9,0,0,0,0,0,,
164,GJ,Gujarat,GJ_Botad,Botad,60,4,54,2,0,0,0,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,33,10,23,0,0,0,0,0,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,45,13,32,0,0,0,0,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,2,0,2,0,0,0,0,0,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,14,3,11,0,0,0,0,0,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,360,173,172,15,0,0,0,0,0,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,45,3,42,0,0,0,0,0,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,55,10,42,3,0,0,0,0,0,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,31,4,26,1,0,0,0,0,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,91,29,58,4,0,0,0,0,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,72,13,55,4,0,0,0,0,0,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,116,22,92,2,0,0,0,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,138,54,78,6,0,0,0,0,0,,
176,GJ,Gujarat,GJ_Morbi,Morbi,4,1,3,0,0,0,0,0,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,23,5,18,0,0,0,0,0,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,28,14,13,1,0,0,0,0,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,97,15,72,10,0,0,0,0,0,,
180,GJ,Gujarat,GJ_Patan,Patan,86,14,65,7,0,0,0,0,0,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,12,4,6,2,0,0,0,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,119,43,73,3,0,0,0,0,0,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,111,30,78,3,0,0,0,0,0,,
184,GJ,Gujarat,GJ_Surat,Surat,1875,557,1244,74,0,0,0,0,0,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,43,23,19,1,0,0,0,0,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,6,1,5,0,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,1179,435,702,42,0,0,0,0,0,,
189,GJ,Gujarat,GJ_Valsad,Valsad,41,21,18,2,0,0,0,0,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,20,11,9,0,0,0,0,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,28,15,13,0,0,0,0,0,0,,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,120,64,55,1,0,2,-4,6,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,101,50,50,1,0,3,1,2,0,,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,2,2,0,0,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,3,2,1,0,0,0,0,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,0,0,0,0,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,20,10,8,2,0,0,0,0,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,12,3,8,1,0,1,1,0,0,,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,11,8,3,0,0,0,0,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,32,17,11,1,3,0,0,0,0,,
223,HP,Himachal Pradesh,HP_Una,Una,40,15,25,0,0,0,0,0,0,,
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,21,19,2,0,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,70,25,43,2,0,0,-3,3,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,57,51,6,0,0,0,0,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,13,12,1,0,0,0,0,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,522,344,168,10,0,0,0,0,0,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,30,21,9,0,0,3,2,1,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,1488,1192,292,4,0,78,78,0,0,,
196,HR,Haryana,HR_Hisar,Hisar,69,57,12,0,0,0,0,0,0,,
0,HR,Haryana,HR_Italians,Italians,14,0,14,0,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,105,13,92,0,0,0,0,0,0,,
198,HR,Haryana,HR_Jind,Jind,33,7,24,2,0,0,0,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,33,27,6,0,0,0,0,0,0,,
200,HR,Haryana,HR_Karnal,Karnal,74,48,25,1,0,0,0,0,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,46,23,23,0,0,9,4,5,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,77,44,33,0,0,4,-8,12,0,,
203,HR,Haryana,HR_Nuh,Nuh,85,19,66,0,0,3,3,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,92,44,48,0,0,6,6,0,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,27,1,26,0,0,0,0,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,66,12,51,3,0,0,0,0,0,,
207,HR,Haryana,HR_Rewari,Rewari,34,22,12,0,0,0,0,0,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,110,98,11,1,0,0,0,0,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,48,35,13,0,0,0,0,0,0,,
210,HR,Haryana,HR_Sonipat,Sonipat,261,102,158,1,0,0,0,0,0,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,9,0,9,0,0,0,0,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,25,9,15,1,0,1,1,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,1,0,1,0,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,5,0,5,0,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,70,60,10,0,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,4,2,2,0,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,138,95,43,0,0,14,-7,21,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,82,14,68,0,0,10,0,10,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,21,9,11,1,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,1,0,1,0,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,29,29,0,0,0,3,3,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,91,36,55,0,0,4,-6,10,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,2,0,2,0,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,11,11,0,0,0,3,3,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,72,46,25,1,0,13,13,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,15,8,7,0,0,1,1,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,6,4,2,0,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,5,-1,6,0,0,0,-3,3,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,27,9,18,0,0,1,0,1,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,49,39,10,0,0,0,-5,5,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,141,10,127,4,0,1,-7,7,1,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,3,3,0,0,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,15,15,0,0,0,1,1,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,43,19,24,0,0,10,-1,11,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,16,13,3,0,0,0,-1,1,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,377,217,155,5,0,0,0,0,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,176,39,136,1,0,0,0,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,301,190,104,7,0,0,0,0,0,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,129,60,67,2,0,0,0,0,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,30,28,1,1,0,0,0,0,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,41,15,26,0,0,0,0,0,0,,
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,178,124,52,2,0,0,0,0,0,,
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,83,55,28,0,0,0,0,0,0,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,17,14,3,0,0,0,0,0,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,362,308,50,4,0,0,0,0,0,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,318,235,82,1,0,0,0,0,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,119,106,13,0,0,0,0,0,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,63,61,2,0,0,0,0,0,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,46,41,5,0,0,0,0,0,0,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,153,137,16,0,0,0,0,0,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,17,14,3,0,0,0,0,0,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,51,30,21,0,0,0,0,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,240,125,112,3,0,0,0,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,344,193,143,8,0,0,0,0,0,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,97,67,29,1,0,0,0,0,0,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,91,19,71,1,0,1,1,0,0,,
271,KA,Karnataka,KA_Ballari,Ballari,54,18,35,1,0,1,1,0,0,,
272,KA,Karnataka,KA_Belagavi,Belagavi,258,133,124,1,0,36,36,0,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,31,19,11,1,0,12,12,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,434,150,271,13,0,10,1,9,0,,
275,KA,Karnataka,KA_Bidar,Bidar,214,168,41,5,0,39,39,0,0,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,0,0,0,0,0,0,0,0,0,,
